brand,model,year,engine_volume,mileage,horsepower,price
Nissan,Leaf,2018,1.8,15,192,412198.93
Skoda,Octavia,2019,1.6,75,315,486869.63
Audi,A3,2018,1.3,228,323,398175.58
Nissan,Qashqai,2017,1.4,155,123,277889.13
Audi,A3,2005,2.6,243,256,319947.75
Audi,Q5,2015,1.8,38,136,226951.86
Kia,Rio,2002,2.3,170,210,317511.06
Mercedes-Benz,GLC,2020,1.9,140,90,216659.3
Volkswagen,Golf,2001,1.9,157,91,182299.5
Skoda,Kodiaq,2014,2.0,91,244,446990.17
BMW,3 Series,2019,2.4,92,260,496556.96
Hyundai,Santa Fe,2010,1.7,82,330,495341.29
Mercedes-Benz,C-Class,2018,1.9,223,226,364388.25
Toyota,RAV4,2017,2.5,35,330,557122.79
Ford,Focus,2021,2.5,299,108,216614.76
Nissan,Qashqai,2010,2.7,80,99,290983.67
Toyota,Corolla,2002,1.5,186,327,368299.96
Skoda,Kodiaq,2003,1.7,98,340,426989.23
Audi,A4,2005,1.9,186,120,230336.04
Skoda,Kodiaq,2011,1.3,36,348,521657.72
Audi,A4,2020,2.4,298,303,390979.23
Kia,Sportage,2003,2.1,72,95,223136.44
Skoda,Kodiaq,2011,1.9,28,80,253047.3
Skoda,Kodiaq,2003,2.5,287,93,164917.51
BMW,X5,2001,1.6,76,285,385778.94
Kia,Rio,2011,2.6,247,207,293834.5
Toyota,Corolla,2012,2.9,146,294,420294.56
Hyundai,Santa Fe,2015,2.2,172,179,268161.7
Audi,A3,2003,2.0,37,275,433175.67
Nissan,Qashqai,2007,2.1,265,140,214023.96
Kia,Rio,2004,1.3,121,279,354938.18
Nissan,Qashqai,2013,1.9,249,254,313741.51
Ford,Kuga,2014,3.0,252,159,230403.16
Hyundai,Elantra,2010,3.1,162,316,455328.18
Mercedes-Benz,C-Class,2009,2.0,274,302,344847.64
Audi,A4,2009,1.7,61,102,204444.64
Toyota,Corolla,2005,2.5,274,216,260151.34
Audi,A4,2015,2.0,63,239,443511.31
Mercedes-Benz,E-Class,2020,2.5,142,283,475976.1
Volkswagen,Golf,2003,1.6,200,297,393227.35
Skoda,Kodiaq,2008,2.2,133,215,316658.92
Audi,A3,2009,1.8,227,215,259848.66
Kia,Ceed,2004,2.0,80,91,211810.19
Volkswagen,Tiguan,2009,1.7,223,158,256822.0
Mercedes-Benz,C-Class,2015,1.9,42,249,459447.8
Mercedes-Benz,GLC,2010,2.2,180,334,443072.17
Hyundai,Santa Fe,2005,2.3,246,119,209955.6
Mercedes-Benz,C-Class,2006,1.9,111,299,439674.46
Toyota,Camry,2011,2.7,19,130,320445.86
Mercedes-Benz,C-Class,2012,1.4,50,88,243374.1
Skoda,Superb,2016,1.3,135,94,193790.32
Volkswagen,Golf,2008,1.7,282,276,314900.97
Mercedes-Benz,E-Class,2007,2.0,20,144,304764.65
Hyundai,Tucson,2015,2.8,204,210,308931.74
Volkswagen,Golf,2020,1.9,29,160,350090.64
Ford,Mondeo,2002,1.5,282,144,201360.39
BMW,3 Series,2004,1.7,244,133,170426.14
Ford,Focus,2020,2.0,236,151,297429.88
Skoda,Kodiaq,2022,1.5,236,319,423437.89
Skoda,Octavia,2012,3.0,281,207,281777.0
BMW,X5,2017,1.0,288,166,231039.86
Mercedes-Benz,GLC,2020,1.6,133,169,259895.67
Volkswagen,Passat,2015,1.7,204,342,496038.58
Nissan,Qashqai,2013,1.5,80,310,487878.35
Ford,Kuga,2010,2.3,241,74,159653.56
Ford,Kuga,2017,1.7,182,284,423341.3
Skoda,Superb,2007,2.3,212,136,223365.96
Nissan,X-Trail,2011,2.8,42,224,401824.1
Skoda,Octavia,2018,2.6,220,98,218415.42
Kia,Sportage,2019,2.1,191,78,195957.82
Ford,Kuga,2001,2.0,250,269,289532.74
BMW,X5,2008,2.4,60,299,456128.55
Kia,Sportage,2021,1.9,38,336,548316.39
Volkswagen,Passat,2008,1.8,15,232,418386.51
Mercedes-Benz,C-Class,2013,1.5,142,144,302261.82
BMW,X5,2014,2.2,105,252,402767.49
Audi,A4,2010,1.5,91,178,299842.66
Hyundai,Elantra,2012,1.6,286,269,287564.94
Nissan,X-Trail,2004,3.1,226,250,347055.41
Kia,Rio,2005,2.3,289,97,174961.69
Ford,Kuga,2022,2.2,140,122,277227.33
BMW,3 Series,2004,1.6,95,317,424425.59
Toyota,Corolla,2000,2.4,102,109,252628.0
Skoda,Octavia,2017,1.5,80,291,430411.05
Kia,Sportage,2022,1.2,200,235,390503.7
Skoda,Superb,2007,1.7,223,98,164610.86
Kia,Sportage,2016,1.4,56,258,440392.37
Volkswagen,Passat,2022,2.2,227,271,393443.11
Toyota,RAV4,2010,2.2,98,199,286373.69
Ford,Mondeo,2010,2.1,284,117,170347.29
Mercedes-Benz,GLC,2002,2.3,236,326,375444.89
Mercedes-Benz,E-Class,2007,2.3,226,157,245741.53
Hyundai,Tucson,2007,1.7,249,327,411069.43
Toyota,RAV4,2020,2.2,179,128,279825.89
Ford,Focus,2020,2.2,241,118,209850.33
Toyota,Corolla,2002,1.7,117,285,432676.65
Hyundai,Tucson,2021,1.8,242,145,249128.69
Mercedes-Benz,C-Class,2009,2.4,179,103,245517.41
Volkswagen,Golf,2018,1.3,144,317,472051.16
Nissan,Qashqai,2013,2.2,140,92,205089.55
Mercedes-Benz,E-Class,2017,1.9,46,88,305509.53
Mercedes-Benz,C-Class,2022,2.0,268,165,283693.15
Volkswagen,Golf,2002,1.9,133,320,424435.52
Ford,Kuga,2019,2.2,272,310,388833.12
Volkswagen,Golf,2013,1.2,226,114,209367.89
Kia,Sportage,2010,2.1,179,145,277334.43
Nissan,X-Trail,2009,1.5,107,176,294262.75
Volkswagen,Tiguan,2013,2.5,195,129,260648.18
Audi,Q5,2000,1.4,222,201,234585.02
Mercedes-Benz,E-Class,2015,1.0,241,226,281769.96
Mercedes-Benz,E-Class,2005,1.2,176,124,210812.42
Toyota,Corolla,2017,2.0,170,255,405726.98
Nissan,Leaf,2015,1.2,293,244,304467.25
Mercedes-Benz,C-Class,2018,1.3,193,100,205061.91
Mercedes-Benz,GLC,2015,1.7,34,224,382330.64
Skoda,Kodiaq,2004,2.3,151,314,413758.07
Audi,A4,2011,1.6,192,99,202316.22
Kia,Ceed,2005,1.9,93,118,303353.3
Mercedes-Benz,GLC,2001,1.9,240,239,260687.57
BMW,X5,2015,1.3,232,144,221112.22
Ford,Focus,2020,2.2,167,275,416460.86
Skoda,Kodiaq,2022,3.1,194,230,329982.24
BMW,5 Series,2010,1.1,192,218,284246.12
Toyota,Camry,2011,1.6,94,157,270153.18
Hyundai,Elantra,2010,1.4,74,237,372941.26
Mercedes-Benz,GLC,2022,1.9,61,258,494085.83
Skoda,Superb,2019,1.3,12,183,401392.98
Ford,Focus,2018,2.6,86,82,274342.46
Volkswagen,Tiguan,2007,2.7,144,235,411744.91
Hyundai,Tucson,2017,2.3,79,226,443743.44
Toyota,Camry,2004,2.5,171,250,331422.95
Kia,Ceed,2011,2.1,105,173,274824.54
Toyota,Camry,2009,2.5,25,180,311456.27
Toyota,Camry,2014,1.8,239,330,391505.92
Volkswagen,Golf,2004,1.7,276,217,235814.07
Toyota,RAV4,2016,2.3,15,208,458181.31
BMW,3 Series,2022,1.8,119,238,435552.41
Skoda,Kodiaq,2003,3.1,152,227,369983.41
Audi,A4,2011,2.5,164,125,238416.36
Mercedes-Benz,C-Class,2017,1.7,216,142,239283.11
Volkswagen,Golf,2007,1.9,175,317,403302.53
Skoda,Octavia,2019,1.9,269,249,389615.56
BMW,5 Series,2016,1.6,182,160,258341.06
Mercedes-Benz,C-Class,2007,2.4,130,263,372158.65
Hyundai,Elantra,2012,1.6,149,264,396623.11
Skoda,Octavia,2022,2.0,177,317,435429.52
Ford,Mondeo,2002,1.6,93,298,428445.43
Hyundai,Tucson,2002,1.7,203,232,302731.43
Toyota,RAV4,2006,2.4,285,160,189964.93
Skoda,Octavia,2017,2.3,277,280,354897.93
Mercedes-Benz,E-Class,2020,1.8,47,335,511359.57
Mercedes-Benz,GLC,2006,2.6,251,196,290850.75
Toyota,Corolla,2021,2.3,208,140,266311.36
Hyundai,Elantra,2022,2.1,14,160,380650.25
Audi,A3,2001,2.5,112,163,305236.2
Mercedes-Benz,E-Class,2006,2.7,147,145,285380.13
Toyota,Corolla,2001,2.2,75,173,313354.78
Volkswagen,Tiguan,2006,2.1,76,266,439102.76
Kia,Rio,2013,1.0,279,253,293610.67
Nissan,X-Trail,2014,2.1,56,146,304688.59
Audi,A3,2015,2.2,189,103,226204.37
Audi,Q5,2007,2.2,77,191,341608.48
Ford,Kuga,2015,1.5,124,272,445910.68
BMW,5 Series,2020,1.7,35,198,392910.22
Audi,A3,2006,2.4,56,282,484751.23
Mercedes-Benz,E-Class,2010,1.8,216,207,259629.73
BMW,5 Series,2003,2.1,82,330,459097.25
Toyota,Camry,2017,1.0,268,241,295110.49
Kia,Ceed,2022,2.0,39,216,419466.54
BMW,X5,2012,2.4,12,218,449435.25
Audi,A4,2016,2.2,18,98,294410.51
Kia,Ceed,2011,1.9,17,171,383291.0
Nissan,X-Trail,2017,1.5,18,323,517869.61
BMW,X5,2009,1.1,161,343,434055.15
Skoda,Octavia,2006,1.6,151,118,184021.83
Audi,A3,2011,2.5,283,258,355861.96
Hyundai,Tucson,2011,2.0,36,134,352339.26
Audi,A4,2012,2.3,80,233,368753.97
Hyundai,Elantra,2000,2.7,228,293,398399.94
BMW,X5,2006,2.1,299,76,100000.0
Nissan,Qashqai,2015,2.4,265,130,211289.51
Hyundai,Tucson,2015,2.6,112,261,424470.92
Hyundai,Elantra,2020,1.3,156,157,282447.88
Audi,A4,2015,1.6,167,227,372719.14
Nissan,Leaf,2015,1.2,149,342,480187.11
Mercedes-Benz,C-Class,2013,1.1,152,214,281519.58
Toyota,RAV4,2010,1.8,118,232,400804.72
Ford,Focus,2018,1.9,73,243,465342.72
Volkswagen,Tiguan,2010,1.1,280,177,230969.85
Audi,A3,2001,2.2,195,213,278771.67
Ford,Focus,2006,1.8,10,127,306494.5
Mercedes-Benz,C-Class,2008,2.7,16,257,444889.26
Mercedes-Benz,E-Class,2008,2.1,10,89,299445.51
BMW,X5,2013,2.1,270,281,307195.44
Toyota,Camry,2009,1.9,56,93,265010.27
Toyota,RAV4,2015,1.9,275,160,259369.64
Ford,Kuga,2017,2.2,11,285,493366.68
Audi,Q5,2000,2.5,32,121,293798.83
Toyota,RAV4,2001,1.3,93,207,270574.48
Ford,Focus,2019,1.6,213,222,305659.93
Mercedes-Benz,E-Class,2003,2.1,236,289,356916.45
Kia,Rio,2001,2.0,261,242,290779.25
Ford,Mondeo,2003,2.4,160,70,157476.4
Volkswagen,Tiguan,2022,1.7,256,94,198629.24
Audi,A3,2005,2.6,26,273,450584.94
Audi,A4,2021,1.7,11,270,440574.32
Nissan,Leaf,2003,1.8,206,260,321191.95
Kia,Sportage,2017,2.5,278,301,406107.43
Nissan,Leaf,2004,2.3,70,289,470168.24
Skoda,Kodiaq,2010,3.0,276,135,205981.39
Ford,Focus,2012,2.5,106,93,260653.27
Skoda,Octavia,2002,2.6,292,151,192312.3
Toyota,Corolla,2018,1.9,256,160,262366.71
Skoda,Kodiaq,2019,2.7,44,241,438802.9
Volkswagen,Golf,2010,2.0,283,104,155703.44
Skoda,Octavia,2010,1.0,77,103,253110.15
Kia,Sportage,2020,2.2,198,331,471069.95
Skoda,Octavia,2001,2.3,50,246,410167.75
Hyundai,Tucson,2021,1.5,105,213,398425.23
Mercedes-Benz,GLC,2014,2.2,180,284,408995.17
Ford,Kuga,2021,2.1,76,210,409416.95
Ford,Mondeo,2007,2.6,128,337,456830.07
Kia,Sportage,2001,2.2,180,208,311519.99
Skoda,Kodiaq,2007,2.0,195,116,177510.12
Kia,Ceed,2019,1.3,79,129,312981.05
Nissan,Leaf,2022,1.0,254,118,205293.39
Ford,Focus,2014,2.6,168,121,238101.64
Toyota,Corolla,2015,2.2,293,130,180680.05
Audi,A3,2012,1.9,116,283,429367.13
Nissan,Leaf,2022,2.3,45,164,372275.38
Kia,Sportage,2016,1.9,204,189,287265.36
Volkswagen,Golf,2013,1.0,277,288,343993.0
Hyundai,Elantra,2013,2.5,85,109,238573.49
Toyota,Corolla,2000,2.6,289,301,335803.33
Mercedes-Benz,GLC,2000,1.8,89,280,387158.18
Hyundai,Santa Fe,2002,2.0,107,107,193782.71
Skoda,Kodiaq,2021,1.7,291,280,348058.19
Audi,Q5,2014,2.9,127,152,280680.49
Nissan,Qashqai,2004,2.6,232,187,289547.75
Audi,A4,2004,1.6,261,96,152518.16
Audi,Q5,2003,2.3,89,278,434190.51
Ford,Focus,2013,1.6,179,194,313286.73
Volkswagen,Tiguan,2019,1.6,166,345,422479.49
Volkswagen,Passat,2006,1.8,11,141,285061.77
Volkswagen,Passat,2021,1.7,212,127,265340.87
Ford,Mondeo,2014,1.2,267,188,294805.88
Kia,Sportage,2010,2.7,260,131,219386.48
Skoda,Octavia,2013,2.1,155,156,319243.58
Hyundai,Elantra,2005,2.8,284,168,201655.72
Kia,Rio,2009,1.9,28,193,353403.89
Audi,A4,2006,1.3,261,76,131238.43
Audi,A3,2009,2.5,293,203,238491.87
Kia,Rio,2013,2.1,59,71,207103.3
Hyundai,Tucson,2004,1.9,146,229,349734.57
Hyundai,Tucson,2021,2.6,235,226,330532.58
Skoda,Kodiaq,2000,1.3,230,295,282578.61
Audi,Q5,2018,2.5,122,212,409014.24
Volkswagen,Golf,2007,2.4,158,335,462622.86
Kia,Ceed,2018,2.1,57,335,544943.19
Kia,Sportage,2016,1.3,67,106,290478.3
Volkswagen,Passat,2018,2.5,206,142,292261.25
BMW,3 Series,2015,2.4,234,85,198578.6
Ford,Focus,2003,2.1,146,152,217793.07
Hyundai,Santa Fe,2007,2.0,204,243,299845.19
Toyota,Corolla,2003,1.4,215,145,224670.06
Audi,Q5,2012,1.4,27,120,309856.7
Kia,Rio,2006,1.6,277,255,288234.23
Hyundai,Elantra,2000,1.2,224,74,100000.0
Nissan,X-Trail,2008,1.2,215,331,375509.31
Audi,A3,2003,1.8,133,248,343875.55
Skoda,Superb,2013,1.3,25,211,369624.32
Mercedes-Benz,C-Class,2008,1.9,174,337,410819.6
BMW,5 Series,2002,2.0,157,183,283834.42
BMW,X5,2014,1.3,285,249,336210.79
Nissan,Qashqai,2004,2.4,242,137,217024.96
Volkswagen,Tiguan,2000,2.5,34,176,322140.02
Kia,Sportage,2010,1.0,277,128,162840.14
BMW,X5,2018,2.7,80,343,551380.8
Toyota,Corolla,2004,2.3,209,100,163583.13
Kia,Ceed,2021,2.0,56,104,309343.42
Toyota,Corolla,2016,2.7,34,329,530100.34
Volkswagen,Tiguan,2018,2.1,222,78,178542.15
Nissan,X-Trail,2016,1.6,42,178,322312.95
Nissan,X-Trail,2004,1.3,223,212,264609.58
Nissan,X-Trail,2019,1.9,220,111,231219.72
Volkswagen,Tiguan,2008,1.9,38,256,445086.91
Audi,A4,2021,1.1,268,154,186436.26
Audi,Q5,2005,1.8,48,270,445825.61
BMW,3 Series,2020,2.8,269,330,454681.47
Mercedes-Benz,GLC,2012,2.3,174,228,384811.7
BMW,X5,2020,1.3,104,222,371900.5
Hyundai,Santa Fe,2010,2.2,229,253,339217.65
Mercedes-Benz,E-Class,2022,2.4,277,326,400864.21
Ford,Focus,2022,2.5,127,136,311951.93
Audi,A4,2000,2.3,75,282,407603.22
Mercedes-Benz,C-Class,2016,2.6,202,289,416800.86
Nissan,Qashqai,2005,2.4,44,293,457924.97
Volkswagen,Tiguan,2002,1.9,184,163,260289.69
Ford,Focus,2015,2.2,121,128,276408.72
Audi,Q5,2012,1.9,299,247,328327.49
Hyundai,Santa Fe,2011,2.2,89,181,276823.43
Skoda,Octavia,2010,2.4,120,251,426327.11
Toyota,Camry,2022,2.0,101,293,439033.0
Skoda,Octavia,2001,2.2,195,229,324059.27
BMW,3 Series,2018,1.8,50,333,539890.47
Kia,Rio,2007,1.8,96,232,339181.19
BMW,3 Series,2012,2.0,233,349,464086.02
Nissan,Qashqai,2013,1.7,60,72,210371.82
Audi,A3,2014,2.7,135,150,270499.38
Kia,Sportage,2016,2.3,155,248,378296.64
Audi,Q5,2014,2.4,50,163,342997.1
Nissan,X-Trail,2020,2.3,33,286,485354.1
Volkswagen,Tiguan,2009,2.1,293,91,140252.06
Ford,Kuga,2000,1.4,45,195,334758.85
Kia,Ceed,2011,2.6,286,337,401992.94
Ford,Kuga,2008,3.0,193,212,295421.14
Toyota,Camry,2022,2.3,163,337,471185.71
Audi,A3,2004,1.6,191,172,298192.14
Kia,Sportage,2021,2.3,163,125,251241.75
Nissan,Qashqai,2014,1.6,159,296,390186.32
Hyundai,Santa Fe,2002,1.8,11,175,297699.73
Ford,Focus,2018,1.0,63,213,404753.55
Ford,Mondeo,2006,2.7,255,102,195507.11
Audi,A3,2006,2.2,55,186,355427.72
Nissan,X-Trail,2006,2.3,84,240,419168.45
Toyota,Camry,2001,2.4,158,87,165924.75
Nissan,Qashqai,2001,2.2,12,305,442139.04
Nissan,Qashqai,2011,2.5,18,237,442897.25
Skoda,Octavia,2004,2.7,11,224,421324.73
Skoda,Superb,2003,2.0,247,309,364260.23
Skoda,Kodiaq,2006,1.2,37,187,327767.54
BMW,X5,2015,1.6,299,150,228198.45
Mercedes-Benz,E-Class,2002,2.3,190,237,317909.57
Mercedes-Benz,C-Class,2020,1.5,275,242,325826.01
Nissan,X-Trail,2001,2.0,92,287,408279.77
Toyota,Camry,2016,3.3,262,297,392690.98
Hyundai,Tucson,2008,2.5,267,260,298923.91
Hyundai,Tucson,2019,1.0,57,295,479039.28
Skoda,Kodiaq,2007,3.2,143,237,321414.19
Kia,Rio,2011,2.7,208,258,350135.08
BMW,5 Series,2006,2.3,145,262,365994.8
Volkswagen,Passat,2013,2.1,92,70,199668.01
Mercedes-Benz,E-Class,2015,1.3,275,78,129193.74
Hyundai,Santa Fe,2000,1.8,228,144,202163.12
Ford,Mondeo,2009,1.0,28,212,373209.42
Nissan,Qashqai,2010,2.5,27,263,440136.8
Skoda,Kodiaq,2006,2.1,188,79,185460.52
Skoda,Kodiaq,2017,1.6,32,208,406590.24
Mercedes-Benz,C-Class,2018,2.5,253,99,172873.57
Ford,Focus,2013,2.2,116,348,478595.24
Kia,Rio,2016,2.8,140,347,470707.68
Skoda,Octavia,2022,1.8,19,111,319768.02
BMW,5 Series,2018,2.7,208,297,409279.91
BMW,5 Series,2021,2.1,99,270,444777.05
Volkswagen,Golf,2012,1.6,153,279,443857.13
Kia,Rio,2022,2.3,118,247,384110.71
Volkswagen,Passat,2002,2.0,213,155,172083.18
Audi,Q5,2001,2.2,53,117,299883.67
Audi,A3,2008,1.5,17,275,458673.95
BMW,3 Series,2006,1.0,162,260,366400.53
Mercedes-Benz,E-Class,2013,1.8,26,85,263377.53
Mercedes-Benz,E-Class,2004,2.3,246,197,274213.11
Volkswagen,Tiguan,2019,2.3,65,254,446348.16
BMW,X5,2014,1.8,53,199,397169.75
BMW,5 Series,2019,2.1,250,234,358436.76
Hyundai,Tucson,2000,1.8,48,162,322088.23
Audi,Q5,2019,1.9,139,348,482137.94
Nissan,X-Trail,2006,2.6,107,282,425808.39
Toyota,Corolla,2004,1.3,290,210,204037.3
Nissan,Leaf,2003,2.9,89,184,345325.69
Hyundai,Elantra,2010,2.1,297,76,132983.63
BMW,5 Series,2018,3.0,243,125,202675.03
Kia,Ceed,2005,2.9,178,261,381477.94
Skoda,Superb,2019,1.0,88,91,259899.21
Hyundai,Tucson,2017,2.1,80,149,341188.77
Mercedes-Benz,C-Class,2004,1.5,272,172,204158.64
BMW,5 Series,2019,1.9,209,286,415620.6
Mercedes-Benz,C-Class,2014,2.2,220,211,319858.37
Volkswagen,Tiguan,2020,2.7,27,154,357231.32
Mercedes-Benz,GLC,2019,1.5,282,146,232777.86
Nissan,Leaf,2005,3.3,219,327,399680.06
Kia,Rio,2003,1.7,126,297,375293.48
Skoda,Kodiaq,2016,1.3,113,147,294783.82
Toyota,Corolla,2014,2.5,86,231,338359.68
Nissan,Qashqai,2017,2.1,20,151,342311.62
Mercedes-Benz,GLC,2005,3.1,60,285,449166.76
BMW,3 Series,2019,1.5,16,120,357113.81
Toyota,Camry,2021,2.1,46,233,434613.17
Ford,Focus,2018,2.6,270,320,464148.78
Hyundai,Tucson,2011,1.6,71,282,399267.29
Hyundai,Elantra,2008,2.6,209,280,388292.82
Kia,Sportage,2007,2.2,99,232,388730.06
Ford,Focus,2014,1.5,88,154,283994.3
Kia,Rio,2000,2.6,64,72,214748.78
Kia,Ceed,2001,1.9,230,74,122376.0
Ford,Kuga,2002,2.6,101,304,463673.03
Volkswagen,Tiguan,2018,1.6,83,344,477450.49
Volkswagen,Tiguan,2009,1.3,65,89,281478.79
Nissan,Leaf,2013,1.8,241,264,296007.41
Hyundai,Elantra,2018,1.9,188,218,351594.24
Hyundai,Tucson,2010,2.1,70,185,325160.65
Volkswagen,Tiguan,2020,2.3,126,73,252924.83
Audi,Q5,2005,3.0,87,91,230968.86
Skoda,Kodiaq,2018,1.9,245,259,387150.65
Skoda,Superb,2013,2.9,42,81,284513.46
Volkswagen,Passat,2007,2.5,64,258,411514.32
Volkswagen,Golf,2001,2.0,252,96,109973.41
Nissan,Qashqai,2021,2.2,283,211,311196.88
Toyota,Corolla,2017,2.2,83,76,265758.95
Ford,Kuga,2021,2.5,30,79,292924.88
Kia,Ceed,2003,2.6,210,248,329734.65
Ford,Kuga,2002,1.3,163,72,154562.87
Audi,Q5,2001,2.5,263,172,234528.42
Nissan,X-Trail,2003,2.2,216,123,168041.88
Kia,Sportage,2017,2.2,158,231,360485.02
Nissan,X-Trail,2010,1.9,192,299,411274.8
Nissan,X-Trail,2008,2.4,270,280,339352.37
Kia,Sportage,2007,2.4,53,139,259585.36
Ford,Focus,2020,2.1,153,137,327305.02
Kia,Sportage,2007,2.5,253,223,313661.57
Volkswagen,Golf,2004,1.7,14,293,413276.26
Volkswagen,Tiguan,2012,2.0,71,258,407082.59
Nissan,Qashqai,2006,2.2,35,110,318815.44
Ford,Focus,2020,1.8,193,242,377890.08
Skoda,Octavia,2004,1.8,45,307,421442.01
Kia,Rio,2012,1.5,39,339,461534.42
Nissan,Qashqai,2019,2.2,78,234,376934.48
Audi,A4,2015,3.0,241,199,296235.7
Kia,Ceed,2013,2.3,185,74,208221.45
Mercedes-Benz,C-Class,2004,1.9,287,199,192130.06
Nissan,Leaf,2022,2.7,42,245,483244.61
Skoda,Octavia,2018,2.0,78,91,249037.32
Nissan,Leaf,2003,2.4,264,110,113551.28
Mercedes-Benz,E-Class,2021,2.3,59,222,417796.85
BMW,5 Series,2010,1.3,32,115,329342.3
Toyota,Corolla,2001,2.1,263,78,150088.05
Hyundai,Tucson,2012,3.1,173,170,294023.58
Ford,Focus,2015,1.7,282,116,184182.47
Skoda,Octavia,2008,2.8,190,276,371453.48
Toyota,Camry,2015,2.5,259,310,351271.61
Audi,A4,2006,1.8,246,72,112774.59
Volkswagen,Passat,2015,2.1,241,333,440463.63
Skoda,Octavia,2012,1.5,131,105,201080.58
Toyota,RAV4,2004,2.5,251,312,400271.72
BMW,X5,2014,1.5,143,307,460357.53
Volkswagen,Tiguan,2006,2.3,80,288,425724.18
Toyota,Corolla,2017,3.0,288,270,364777.1
Audi,A3,2019,1.7,228,96,230548.37
Toyota,RAV4,2022,2.2,194,158,305075.46
Kia,Ceed,2001,1.3,226,338,415478.4
Skoda,Kodiaq,2007,2.1,290,193,192139.34
Kia,Rio,2009,1.5,290,324,346455.96
Skoda,Octavia,2009,2.2,134,71,191806.74
Kia,Rio,2010,1.8,188,192,320092.35
BMW,X5,2020,1.6,44,305,500022.39
Skoda,Kodiaq,2020,2.0,79,146,313050.83
BMW,3 Series,2007,1.0,187,147,216721.52
Ford,Kuga,2015,1.5,58,232,415999.22
Audi,A4,2015,3.2,77,219,406612.46
BMW,X5,2016,1.9,16,117,340953.68
Kia,Ceed,2005,1.8,103,183,310410.95
Nissan,Qashqai,2017,2.2,90,133,300446.09
Kia,Ceed,2016,2.6,259,219,343975.69
Mercedes-Benz,GLC,2011,2.9,47,142,370468.36
BMW,3 Series,2014,2.0,54,116,325213.04
Skoda,Superb,2006,2.0,146,250,339839.85
Audi,Q5,2013,2.3,238,328,448787.28
Toyota,RAV4,2003,2.1,192,164,269040.35
Nissan,Qashqai,2016,2.0,213,170,247875.41
BMW,3 Series,2010,2.4,120,152,286629.61
Toyota,Camry,2005,2.4,77,151,331613.68
Nissan,Qashqai,2009,2.1,47,190,384384.94
Toyota,Corolla,2014,3.3,207,72,188371.63
Ford,Mondeo,2005,3.0,101,82,204302.88
Nissan,X-Trail,2015,2.3,273,233,344999.31
Hyundai,Tucson,2011,2.6,252,174,272063.52
Mercedes-Benz,GLC,2018,1.7,125,235,386405.28
Skoda,Octavia,2015,2.1,104,144,283955.2
Audi,Q5,2013,2.4,222,129,247994.92
Hyundai,Elantra,2005,2.8,255,302,344604.04
Hyundai,Tucson,2008,1.5,182,142,207392.11
Toyota,RAV4,2021,1.7,294,347,432042.75
Ford,Focus,2000,2.1,88,218,365737.67
Audi,A3,2021,2.8,289,192,295063.08
Mercedes-Benz,GLC,2007,2.1,158,73,172940.8
BMW,X5,2006,2.6,288,306,379172.4
Nissan,X-Trail,2013,2.0,235,277,334619.83
Toyota,Camry,2007,2.4,127,241,347733.01
Hyundai,Elantra,2010,1.5,82,276,447164.72
BMW,3 Series,2008,1.7,15,219,364950.37
Audi,A3,2018,1.9,31,293,449898.87
Toyota,Camry,2006,1.5,188,128,182317.89
Volkswagen,Golf,2005,1.4,205,220,312689.61
Volkswagen,Passat,2017,1.8,118,230,405335.43
Kia,Rio,2004,1.3,194,182,211410.45
Nissan,X-Trail,2018,2.0,64,301,467493.24
Hyundai,Tucson,2010,2.2,238,255,297799.57
Volkswagen,Tiguan,2004,1.6,28,308,478913.78
Ford,Kuga,2008,1.8,225,316,357920.86
Volkswagen,Tiguan,2007,1.8,57,209,373769.57
Audi,A4,2010,2.8,169,181,302331.24
Kia,Ceed,2021,2.1,282,264,355346.41
Ford,Focus,2005,3.1,105,194,301558.36
Ford,Kuga,2014,1.8,39,308,513810.61
Audi,A3,2005,1.8,130,70,219662.17
Nissan,Leaf,2021,2.6,199,190,367507.98
Hyundai,Elantra,2010,1.0,161,158,254102.33
Audi,A4,2014,2.4,264,89,120779.16
Ford,Mondeo,2011,2.0,200,342,430940.72
Kia,Rio,2008,2.1,151,246,368211.62
Ford,Mondeo,2009,1.8,255,183,246855.15
BMW,X5,2014,2.3,43,96,248863.21
Ford,Focus,2016,1.1,196,257,371781.99
Nissan,Qashqai,2015,1.6,95,156,329777.08
Mercedes-Benz,GLC,2021,3.0,170,149,331342.14
Audi,A4,2007,2.0,127,249,353573.37
Nissan,Qashqai,2016,1.4,120,124,228774.37
Volkswagen,Golf,2010,2.0,67,316,465279.87
Hyundai,Elantra,2010,2.4,27,302,520976.55
Hyundai,Tucson,2005,2.0,149,339,420292.26
Mercedes-Benz,E-Class,2021,1.9,203,178,280795.39
BMW,X5,2001,1.7,139,307,372981.29
Toyota,RAV4,2000,1.4,221,224,255998.81
Kia,Sportage,2019,1.1,293,237,304873.15
Skoda,Superb,2005,1.6,129,137,261429.38
Volkswagen,Tiguan,2004,2.7,51,334,467951.24
Hyundai,Elantra,2022,1.8,12,304,550300.09
Skoda,Octavia,2021,1.9,238,108,243820.49
Skoda,Kodiaq,2021,1.2,238,212,297856.62
Mercedes-Benz,C-Class,2008,2.0,150,87,166334.52
Volkswagen,Golf,2004,1.8,66,121,292419.97
Toyota,Camry,2017,1.8,225,291,399877.43
Volkswagen,Golf,2018,1.7,140,149,339593.79
